  52   1   0   0   0  66   5  12  49  71
  53   1   1   0   1  57   6  17  59  70
  54   0   1   0   1  32   3  44  27  40
  55   0   1   0   1  46   1  11  48  59
  56   0   1   0   1  43   6   8  53  57
  57   0   1   0   1  46   4  19  60  63
  58   1   0   0   0 999   4  22  47  62
  59   1   0   0   1  58   6  19  59  81
  60   1   1   0   1  57   6  12  58  68
  61   1   0   0   1  56   3  13  49  57
  62   1   1   0   1  57   3  17  53  69
  63   1   1   0   1  60   2  30  61  81
  64   0   0   0   1  48   2  26  51  48
  65   0   0   0   1  44   1  25  39 999
  66   0   1   0   1  58   1  14  44  49
  67   0   0   0   0  66   4  10  56  65
  68   0   0   0   1  57   1  21  53  68
  69   0   1   0   1  60   2  17  51  67
  70   1   0   0   0  67   4   8  60  63
  71   1   1   0   1 999   3  17  60  62
  72   0   0   0   1  45   6  12  68  62
  73   0   0   0   0  63   6   7  60  66
  74   0   0   0   0  68   3  21  53  65
  75   1   1   0   0  62   3  17  56  63
  76   0   1   0   1 999 999  34  29  52
  77   0   0   0   0  62   4   8  44  64
  78   0   0   0   0  60   4  16  45  59
  79   0   0   0   1  37   3  20  55 999
  80   0   1   0   1  55   2  18  49  58
  81   0   1   0   1  58   4  13  54  60
  82   0   0   0   1 999   6  30  50 999
  83   0   0   0   0  62   3  22  49  63
  84   0   1   0   1  50   4   4  62  51
  85   0   0   0   1  38   5  16  62  62
  86   0   0   0   1  54   2  13  48  56
  87   1   0   0 999  56 999  31  39  40
  88   0   1   0   1 999   3  16  55  58
  89   1   1   0   1  45 999  20  57  60
  90   0   1   0   1  58   1  22  52  56
  91   0   1   0   1  45   6  15  56  73
  92   0   1   0   1  55   1  13  54  53
  93   1   0   0   1  46   4  18  49  61
  94   1   0   0   1  54   5  12  46  57
  95   1   0   0   1 999   2 999  46  53
  96   0   1   0   1  58   2  16  55  62
  97   0   0   0   0  62   5  21  49  62
  98   1   0   0   0  62   3  17  52  51
  99   0   0   0   1  39   1  40  35  44
 100   0   0   0   1  39   4  18  57  60
 101   1   0   0   0  68   5  27  68  72
 102   0   1   0   1  46   3  20  42  55
 103   0   1   0   0  60   3  15  48  47
 104   0   0   0   0  69   2  18  49  73
 105   1   0   0   0  68   6 999  63  78
 106   1   1   0   0  66   5  16  49  56
 107   1   0   0   1  60   1  26  48  47
 108   1   1   0   1  31   2  14  51  51
 109   1   1   0   1  54   5  18  55  66
 110   1   1   0   0  67   4  22  62  74
 111   0   1   0   0  67   6  13  60  67
 112   1   0   0   0  63   4   0  50  55
 113   0   0   0   1  54   1  12  61  63
 114   1   1 999   0  67   3  22  52  64
 115   1   1   0   0  63   1  17  45  49
 116   0   0   0   0  67   6  17  56  60
 117   1   1   0   1  38   3  17  46  55
 118   1   0   0   1  36   2  21  39  52
 119   0   1   0 999  69   4  23  63  66
 120   1   1   0   1  54   2  24  43  60
 121   0   0   0 999  56 999  31  34  38
 122   1   1   0   1  32   3 999  32 999
 123   1   1   0   0  69   4  13  57  55
 124   1   0   0   0  62   6  23  60  85
 125   1   0   0   1  51   4  18  66 999
 126   0   1   0   1  62   1  15  49  59
 127   1   1   0   1  54   1   5  46  58
 128   0   1   0   1  51   2  14  41  45
 129   1   1   0   1  40   3  20  66  58
 130   0   0   0   1  39   4  31  44  42
 131   0   1   0   1  50   1  30  37  50
 132   1   1   0   0  63   4  29  63  71
 133   0   0   0   0  61   1  25  34  56
 134   1   1   0   1  60   6  15  44  58
 135   0   0   0   1  54   2  26  45  51
 136   0   1   0   1 999 999  21  60  61
 137   1   0   0   0  64   4  10  63  71
 138   1   1   0   1  56   5  15  52  65
 139   1   0   0   1  54   6  26  40  44
 140   1   1 999   1  57   6  11  48  58
 141   1   1   0   0  61   4  11  57  54
 142   0   0   0 999  51   4  11  59  64
 143   1   1   0   1  55   1  12  59  72
 144   0   1   0   0  63   4  18  34  54
 145   1   0   0   1  58   5  15  41 999
 146   1   0   0   0  66   4   7  62  65
 147   1   0   1   1  51   2  18  56 999
 148   1   1   1   1  45   2  19  44 999
 149   1   0   1 999 999   1  19  55  45
 150   0   1   1   1  42   2  13  55 999
 151   0   0   1   0  66   4   8  62  57
 152   1   0   1   1  54   4  26  63  58
 153   0   0 999   1  55   3 999  40  62
 154   0   1   1   1  60   1  13  56  48
 155   1   1   1   1  31   5  34  26  43
 156   0   1   1   1 999   3  17  42  46
 157   1   1   1   0  63 999 999  43  42
 158   0   1   1   1  58   3  15  56  51
 159   0   1   1   0  64   4  18  53  47
 160   0   0   1   1  27   3  24  47 999
 161   1   0   1   1  43   4 999  53  53
 162   0   0   1   1  31 999  22  53  48
 163   0   0   1   1  50   2 999  55  54
 164   0   1   1   0 999   3  13  51  53
 165   1   1 999   1  57   1  14  43  57
 166   1   1   1   1  36   5  27  31 999
 167   1   1   1   1 999   1  25  54  44
 168   0   1   1   1  50   3  20  44  45
 169   1   0   1   0 999   6   2  57  55
 170   1   0   1   1  43   4  22  54  59
 171   1   1   1   1  38   2  42  37 999
 172   0   0   1   1  55   4 999  57  63
 173   0   0   1   1  46 999  14  48 999
 174   0   1   1   1  32   1  18  46  59
 175   0   0   1   1 999   1  30  34  52
 176   1   1   1   1 999   3 999  37  52
 177   0   1   1   1  45   1 999  36 999
 178   0   1   1   1  46   5   4  59 999
 179   1   0   1   1  61   3  17  38 999
 180   0   0   1   1  57   3 999  58  70
 181   1   1   1 999  45 999  19  44  58
 182   0   0   1   1  54   2  18  35  54
 183   0   0   1   1  52 999   9  44 999
 184   1   1   1   1 999   3  20  47  63
 185   1   1   1   1  38   4   9  64  50
 186   1   0   1   1  61   3  12  40  58
 187   1   1   1   1 999   6  23  55 999
 188   0   1   1   1  37   4 999  53  47
 189   1   0   1   0  64   6  13  59  61
 190   1   0   1 999  28   3  17  40 999
 191   0   1   1   1  38   2   5  63  53
 192   0   0   1   1  39   4  25  44  46
 193   0   1   1   1  34   1  27  46  42
 194   1   1   1   1 999   2  19  62  57
 195   1   0   1   1  54   4  14  57  58
 196   0   0   1   1  40   3  32  45  37
 197   0   1   1   1  42   5  28  43  41
 198   0   1   1   1  33   3  22  47  52
 199   1   0   1   1  48   5 999  41  60
 200   1   0   1   1  52 999  20  45  56
 201   0   0   1   1  33   2  16  57  55
 202   0   1   1   1 999   5  13  56  55
 203   1   1   1 999 999   6  14  51  55
 204   0   1   1   1  28   4   7  52 999
 205   1   0   1   1  56   3  16  76  52
 206   1   1   1   1  57   3  11  52 999
 207   0   1   1   1  40   3  23  42 999
 208   1   1   1   1 999 999  16  51  61
 209   1   1   1   1  36   1 999  45  48
 210   0   1   1 999  49   3  24  56  54
 211   0   1   1   1  33   1  18  44 999
 212   0   1   1   1  58   5 999  46  65
 213   1   1   1   1  57   2  12  54 999
 214   0   0   1   0  63   6  28  60  66
 215   1   0   1   1  40   4 999  36 999
 216   0   1   1   1  43   2  15  49  53
 217   1   1   1   1 999   6  15  55  71
 218   0   1   1   0  58   2  20  47  38
 219   1   0   1   1  60   1 999  45  51
 220   0   1   1   1  50   6 999  42 999
 221   1   1   1   1  60   6  16  49  61
 222   1   1   1   1  45   2  22  43 999
 223   0   1   1   0  66   4  22  47  47
 224   0   1   1   1  42 999  12  53 999
 225   1   0   1   1  56   3  20  59  64
 226   1   1   1   0  61   5  11  51  50
 227   0   1   1   1  52   5  12  55 999
 228   1   0   1 999  37   4  12  48 999
 229   1   1   1   1  40   3  25  43  37
 230   0   1   1   0  62   4   7  48  55
 231   0   1 999   1 999   3  31  36  45
 232   0   0   1   1  42 999  29  50 999
 233   0   0   1   1  43   2  21  53 999
 234   0   1   1   1  48   3  19  53 999
 235   1   0   1   1  28 999  29  30 999
 236   1   1   1   1  42   1  20  62 999
 237   0   0 999   1  49 999  23  36  58
 238   0   1 999   1  34   4  13  46  53
 239   0   0   1   1  49   5 999  46  53
 240   0   0   1   1  50   1 999  37  49
 241   1   0   1   1  60   6  16  45  53
 242   0   0   1   1  57   3  17  45  60
 243   1   0   1 999  58   2  22  60  75
 244   0   0   1   0  66 999  13  49 999
 245   1   0   1   1  58   4   9  51  71
 246   0   1   1   1  57   1  16  50 999
 247   0   0   1   1  46   4  27  43  54
 248   0   0 999   1  34   5  13  61  61
 249   1   1   1   1  56 999  18  50  51
 250   0   0   1   1  30   3  13  56 999
